STATEFIPS,STATE,ZIPCODE,AGI_STUB,Number of Returns
48,TX,76103,0,6400
48,TX,76104,0,7070
48,TX,76105,0,9100
48,TX,76106,0,14240
48,TX,76107,0,14570
48,TX,76108,0,19240
48,TX,76109,0,9780
48,TX,76110,0,13280
48,TX,76111,0,9290
48,TX,76112,0,19370
48,TX,76114,0,11280
48,TX,76115,0,8670
48,TX,76116,0,22600
48,TX,76117,0,14360
48,TX,76118,0,7390
48,TX,76119,0,18530
48,TX,76120,0,8230
48,TX,76123,0,14620
48,TX,76126,0,10720
48,TX,76127,0,250
48,TX,76131,0,16470
48,TX,76132,0,13190
48,TX,76133,0,23280
48,TX,76134,0,11480
48,TX,76135,0,9230
48,TX,76137,0,27460
48,TX,76140,0,13130
48,TX,76148,0,11530
48,TX,76155,0,2810
48,TX,76164,0,6720
48,TX,76177,0,5990
48,TX,76179,0,25390
48,TX,76180,0,17140
48,TX,76182,0,14970
48,TX,76201,0,10100
48,TX,76205,0,8520
48,TX,76207,0,6610
48,TX,76208,0,10260
48,TX,76209,0,12030
48,TX,76210,0,18670
48,TX,76225,0,1450
48,TX,76226,0,10670
48,TX,76227,0,12970
48,TX,76228,0,420
48,TX,76230,0,4090
48,TX,76233,0,1440
48,TX,76234,0,7360
48,TX,76238,0,240
48,TX,76239,0,460
48,TX,76240,0,11280
48,TX,76244,0,30920
48,TX,76245,0,780
48,TX,76247,0,6490
48,TX,76248,0,17480
48,TX,76249,0,3910
48,TX,76250,0,600
48,TX,76251,0,340
48,TX,76252,0,1420
48,TX,76255,0,2150
48,TX,76258,0,3100
48,TX,76259,0,2090
48,TX,76262,0,16310
48,TX,76264,0,640
48,TX,76265,0,720
48,TX,76266,0,6760
48,TX,76270,0,840
48,TX,76271,0,730
48,TX,76272,0,2090
48,TX,76273,0,4030
48,TX,76301,0,6410
48,TX,76302,0,5370
48,TX,76305,0,2240
48,TX,76306,0,6280
48,TX,76308,0,9350
48,TX,76309,0,5750
48,TX,76310,0,8450
48,TX,76311,0,1610
48,TX,76351,0,820
48,TX,76354,0,5030
48,TX,76357,0,270
48,TX,76360,0,1200
48,TX,76363,0,140
48,TX,76365,0,2020
48,TX,76366,0,950
48,TX,76367,0,4150
48,TX,76371,0,680
48,TX,76372,0,340
48,TX,76374,0,1640
48,TX,76377,0,300
48,TX,76379,0,230
48,TX,76380,0,1500
48,TX,76384,0,5110
48,TX,76389,0,580
48,TX,76401,0,10780
48,TX,76424,0,3330
48,TX,76426,0,4590
48,TX,76427,0,310
48,TX,76430,0,1090
48,TX,76431,0,1400
48,TX,76432,0,530
48,TX,76433,0,610
48,TX,76435,0,250
48,TX,76436,0,100
48,TX,76437,0,2190
48,TX,76442,0,3020
48,TX,76443,0,720
48,TX,76444,0,1460
48,TX,76445,0,150
48,TX,76446,0,3350
48,TX,76448,0,2370
48,TX,76449,0,920
48,TX,76450,0,5630
48,TX,76453,0,520
48,TX,76454,0,640
48,TX,76455,0,340
48,TX,76457,0,1480
48,TX,76458,0,2110
48,TX,76460,0,130
48,TX,76462,0,1260
48,TX,76463,0,180
48,TX,76464,0,180
48,TX,76470,0,1110
48,TX,76471,0,640
48,TX,76472,0,660
48,TX,76474,0,130
48,TX,76475,0,380
48,TX,76476,0,1180
48,TX,76483,0,420
48,TX,76484,0,400
48,TX,76486,0,530
48,TX,76487,0,1000
48,TX,76491,0,170
48,TX,76501,0,7090
48,TX,76502,0,17230
48,TX,76504,0,10220
48,TX,76511,0,920
48,TX,76513,0,15830
48,TX,76518,0,520
48,TX,76519,0,230
48,TX,76520,0,3270
48,TX,76522,0,16280
48,TX,76524,0,1250
48,TX,76525,0,420
48,TX,76527,0,1850
48,TX,76528,0,6800
48,TX,76530,0,1150
48,TX,76531,0,2030
48,TX,76534,0,1120
48,TX,76537,0,3000
48,TX,76538,0,330
48,TX,76539,0,3640
48,TX,76541,0,7730
48,TX,76542,0,20420
48,TX,76543,0,12970
48,TX,76544,0,8500
48,TX,76548,0,12330
48,TX,76549,0,20840
48,TX,76550,0,5330
48,TX,76554,0,950
48,TX,76556,0,580
48,TX,76557,0,2180
48,TX,76559,0,2280
48,TX,76561,0,450
48,TX,76566,0,140
48,TX,76567,0,3790
48,TX,76569,0,1130
48,TX,76570,0,1030
48,TX,76571,0,3480
48,TX,76574,0,8360
48,TX,76577,0,1390
48,TX,76578,0,800
48,TX,76579,0,2080
48,TX,76621,0,530
48,TX,76622,0,440
48,TX,76624,0,1110
48,TX,76626,0,710
48,TX,76627,0,600
48,TX,76629,0,890
48,TX,76630,0,770
48,TX,76631,0,200
48,TX,76632,0,720
48,TX,76633,0,2350
48,TX,76634,0,2910
48,TX,76635,0,480
48,TX,76636,0,640
48,TX,76637,0,220
48,TX,76638,0,1320
48,TX,76639,0,590
48,TX,76640,0,1340
48,TX,76641,0,660
48,TX,76642,0,2560
48,TX,76643,0,6840
48,TX,76645,0,4710
48,TX,76648,0,990
48,TX,76649,0,290
48,TX,76651,0,1320
48,TX,76652,0,410
48,TX,76653,0,450
48,TX,76655,0,3730
48,TX,76656,0,970
48,TX,76657,0,4510
48,TX,76660,0,200
48,TX,76661,0,2620
48,TX,76664,0,1280
48,TX,76665,0,960
48,TX,76666,0,100
48,TX,76667,0,4650
48,TX,76670,0,570
48,TX,76671,0,660
48,TX,76673,0,410
48,TX,76676,0,170
48,TX,76679,0,540
48,TX,76681,0,180
48,TX,76682,0,1230
48,TX,76687,0,600
48,TX,76689,0,1650
48,TX,76690,0,490
48,TX,76691,0,2860
48,TX,76692,0,4120
48,TX,76693,0,690
48,TX,76701,0,720
48,TX,76704,0,2930
48,TX,76705,0,12300
48,TX,76706,0,12430
48,TX,76707,0,6570
48,TX,76708,0,11430
48,TX,76710,0,11530
48,TX,76711,0,3940
48,TX,76712,0,11770
48,TX,76801,0,10010
48,TX,76802,0,2100
48,TX,76821,0,2090
48,TX,76823,0,1230
48,TX,76825,0,2990
48,TX,76827,0,180
48,TX,76832,0,260
48,TX,76834,0,2230
48,TX,76837,0,590
48,TX,76844,0,1450
48,TX,76849,0,1660
48,TX,76852,0,110
48,TX,76853,0,600
48,TX,76854,0,130
48,TX,76856,0,1630
48,TX,76857,0,700
48,TX,76858,0,90
48,TX,76859,0,790
48,TX,76861,0,900
48,TX,76864,0,290
48,TX,76866,0,250
48,TX,76870,0,90
48,TX,76871,0,320
48,TX,76872,0,280
48,TX,76875,0,280
48,TX,76877,0,1660
48,TX,76878,0,680
48,TX,76882,0,110
48,TX,76890,0,400
48,TX,76901,0,13250
48,TX,76903,0,13860
48,TX,76904,0,15520
48,TX,76905,0,5120
48,TX,76932,0,1610
48,TX,76933,0,570
48,TX,76934,0,420
48,TX,76935,0,750
48,TX,76936,0,1160
48,TX,76937,0,120
48,TX,76941,0,630
48,TX,76943,0,1600
48,TX,76945,0,740
48,TX,76950,0,1770
48,TX,76951,0,580
48,TX,76957,0,180
48,TX,77002,0,4150
48,TX,77003,0,5130
48,TX,77004,0,13280
48,TX,77005,0,11650
48,TX,77006,0,12740
48,TX,77007,0,21650
48,TX,77008,0,17780
48,TX,77009,0,17230
48,TX,77010,0,440
48,TX,77011,0,7380
48,TX,77012,0,7690
48,TX,77013,0,6930
48,TX,77014,0,14340
48,TX,77015,0,23540
48,TX,77016,0,13000
48,TX,77017,0,13600
48,TX,77018,0,12640
48,TX,77019,0,12190
48,TX,77020,0,10390
48,TX,77021,0,12250
48,TX,77022,0,11660
48,TX,77023,0,11820
48,TX,77024,0,17520
48,TX,77025,0,12330
48,TX,77026,0,10060
48,TX,77027,0,8820
48,TX,77028,0,7980
48,TX,77029,0,7720
48,TX,77030,0,5070
48,TX,77031,0,7010
48,TX,77032,0,5650
48,TX,77033,0,13060
48,TX,77034,0,15940
48,TX,77035,0,15710
48,TX,77036,0,27550
48,TX,77037,0,7700
48,TX,77038,0,11970
48,TX,77039,0,11180
48,TX,77040,0,22610
48,TX,77041,0,16770
48,TX,77042,0,20160
48,TX,77043,0,13300
48,TX,77044,0,17290
48,TX,77045,0,14700
48,TX,77046,0,1390
48,TX,77047,0,13500
48,TX,77048,0,7620
48,TX,77049,0,14670
48,TX,77050,0,1990
48,TX,77051,0,7090
48,TX,77053,0,13880
48,TX,77054,0,10640
48,TX,77055,0,17780
48,TX,77056,0,11770
48,TX,77057,0,19700
48,TX,77058,0,8830
48,TX,77059,0,8010
48,TX,77060,0,15990
48,TX,77061,0,9970
48,TX,77062,0,12210
48,TX,77063,0,17300
48,TX,77064,0,22470
48,TX,77065,0,17370
48,TX,77066,0,15650
48,TX,77067,0,13480
48,TX,77068,0,5240
48,TX,77069,0,8900
48,TX,77070,0,24090
48,TX,77071,0,12720
48,TX,77072,0,25350
48,TX,77073,0,18770
48,TX,77074,0,15700
48,TX,77075,0,17040
48,TX,77076,0,13000
48,TX,77077,0,28130
48,TX,77078,0,6420
48,TX,77079,0,15300
48,TX,77080,0,18810
48,TX,77081,0,18860
48,TX,77082,0,25970
48,TX,77083,0,33810
48,TX,77084,0,47170
48,TX,77085,0,7990
48,TX,77086,0,12170
48,TX,77087,0,15510
48,TX,77088,0,24410
48,TX,77089,0,24250
48,TX,77090,0,17720
48,TX,77091,0,11430
48,TX,77092,0,15330
48,TX,77093,0,18380
48,TX,77094,0,4880
48,TX,77095,0,32580
48,TX,77096,0,15570
48,TX,77098,0,8600
48,TX,77099,0,21370
48,TX,77301,0,12780
48,TX,77302,0,7820
48,TX,77303,0,7810
48,TX,77304,0,12650
48,TX,77306,0,4900
48,TX,77316,0,9750
48,TX,77318,0,6980
48,TX,77320,0,9890
48,TX,77327,0,7910
48,TX,77328,0,6550
48,TX,77331,0,2750
48,TX,77335,0,890
48,TX,77336,0,6040
48,TX,77338,0,18150
48,TX,77339,0,19090
48,TX,77340,0,10560
48,TX,77345,0,12090
48,TX,77346,0,27470
48,TX,77351,0,11250
48,TX,77354,0,16010
48,TX,77355,0,11580
48,TX,77356,0,13540
48,TX,77357,0,9920
48,TX,77358,0,2250
48,TX,77359,0,280
48,TX,77360,0,2170
48,TX,77362,0,2380
48,TX,77363,0,1470
48,TX,77364,0,980
48,TX,77365,0,14970
48,TX,77371,0,2900
48,TX,77372,0,5010
48,TX,77373,0,26940
48,TX,77375,0,22080
48,TX,77377,0,16340
48,TX,77378,0,7030
48,TX,77379,0,35030
48,TX,77380,0,12510
48,TX,77381,0,15920
48,TX,77382,0,14960
48,TX,77384,0,8220
48,TX,77385,0,10300
48,TX,77386,0,22010
48,TX,77388,0,21220
48,TX,77389,0,13980
48,TX,77396,0,21840
48,TX,77401,0,8020
48,TX,77406,0,19110
48,TX,77407,0,21530
48,TX,77414,0,9480
48,TX,77417,0,890
48,TX,77418,0,4520
48,TX,77420,0,1030
48,TX,77422,0,5780
48,TX,77423,0,4880
48,TX,77426,0,960
48,TX,77429,0,36650
48,TX,77430,0,1020
48,TX,77433,0,33700
48,TX,77434,0,2020
48,TX,77435,0,2350
48,TX,77437,0,7910
48,TX,77441,0,5910
48,TX,77442,0,410
48,TX,77444,0,370
48,TX,77445,0,5560
48,TX,77447,0,6760
48,TX,77449,0,49920
48,TX,77450,0,31260
48,TX,77455,0,890
48,TX,77459,0,30900
48,TX,77461,0,4920
48,TX,77465,0,3080
48,TX,77469,0,20210
48,TX,77471,0,17780
48,TX,77474,0,6290
48,TX,77477,0,16000
48,TX,77478,0,12390
48,TX,77479,0,36550
48,TX,77480,0,3260
48,TX,77482,0,1020
48,TX,77484,0,5180
48,TX,77485,0,1500
48,TX,77486,0,3160
48,TX,77488,0,6270
48,TX,77489,0,18900
48,TX,77493,0,13590
48,TX,77494,0,40260
48,TX,77498,0,22160
48,TX,77502,0,16010
48,TX,77503,0,10430
48,TX,77504,0,10000
48,TX,77505,0,10770
48,TX,77506,0,14040
48,TX,77510,0,6670
48,TX,77511,0,20380
48,TX,77514,0,2200
48,TX,77515,0,12610
48,TX,77517,0,2670
48,TX,77518,0,4250
48,TX,77519,0,450
48,TX,77520,0,16580
48,TX,77521,0,25100
48,TX,77523,0,9340
48,TX,77530,0,13370
48,TX,77531,0,6920
48,TX,77532,0,12890
48,TX,77534,0,1410
48,TX,77535,0,12640
48,TX,77536,0,15720
48,TX,77538,0,380
48,TX,77539,0,19390
48,TX,77541,0,7110
48,TX,77545,0,10890
48,TX,77546,0,23770
48,TX,77547,0,4060
48,TX,77550,0,10460
48,TX,77551,0,9490
48,TX,77554,0,3880
48,TX,77560,0,480
48,TX,77562,0,5000
48,TX,77563,0,4420
48,TX,77564,0,690
48,TX,77565,0,3620
48,TX,77566,0,14090
48,TX,77568,0,7580
48,TX,77571,0,17020
48,TX,77573,0,37530
48,TX,77575,0,5980
48,TX,77577,0,590
48,TX,77578,0,7910
48,TX,77581,0,21040
48,TX,77583,0,10780
48,TX,77584,0,36020
48,TX,77585,0,330
48,TX,77586,0,11090
48,TX,77587,0,6890
48,TX,77590,0,13340
48,TX,77591,0,6650
48,TX,77597,0,370
48,TX,77598,0,11160
48,TX,77611,0,4270
48,TX,77612,0,3570
48,TX,77616,0,450
48,TX,77619,0,7490
48,TX,77622,0,760
48,TX,77624,0,340
48,TX,77625,0,3690
48,TX,77627,0,10780
48,TX,77630,0,11580
48,TX,77632,0,9290
48,TX,77640,0,6990
48,TX,77642,0,15640
48,TX,77651,0,6230
48,TX,77655,0,170
48,TX,77656,0,7160
48,TX,77657,0,9260
48,TX,77659,0,2210
48,TX,77660,0,620
48,TX,77662,0,10620
48,TX,77664,0,1150
48,TX,77665,0,2970
48,TX,77701,0,5670
48,TX,77702,0,1290
48,TX,77703,0,5630
48,TX,77705,0,11330
48,TX,77706,0,13790
48,TX,77707,0,7820
48,TX,77708,0,5650
48,TX,77713,0,6360
48,TX,77801,0,5460
48,TX,77802,0,11540
48,TX,77803,0,12180
48,TX,77807,0,4250
48,TX,77808,0,5790
48,TX,77830,0,1270
48,TX,77831,0,1290
48,TX,77833,0,11980
48,TX,77835,0,1180
48,TX,77836,0,5040
48,TX,77837,0,610
48,TX,77840,0,13040
48,TX,77845,0,24720
48,TX,77853,0,460
48,TX,77856,0,1990
48,TX,77857,0,370
48,TX,77859,0,3110
48,TX,77861,0,1120
48,TX,77864,0,3400
48,TX,77865,0,700
48,TX,77868,0,5890
48,TX,77871,0,1570
48,TX,77872,0,780
48,TX,77873,0,530
48,TX,77879,0,1980
48,TX,77880,0,820
48,TX,77901,0,18170
48,TX,77904,0,12590
48,TX,77905,0,6590
48,TX,77954,0,4510
48,TX,77957,0,3750
48,TX,77962,0,1600
48,TX,77963,0,2380
48,TX,77964,0,3660
48,TX,77968,0,1380
48,TX,77971,0,390
48,TX,77974,0,220
48,TX,77975,0,840
48,TX,77979,0,7810
48,TX,77983,0,880
48,TX,77984,0,2020
48,TX,77990,0,320
48,TX,77994,0,190
48,TX,77995,0,4140
48,TX,78002,0,3170
48,TX,78003,0,4130
48,TX,78004,0,270
48,TX,78005,0,330
48,TX,78006,0,16070
48,TX,78008,0,140
48,TX,78009,0,3700
48,TX,78010,0,1380
48,TX,78011,0,840
48,TX,78012,0,210
48,TX,78013,0,2670
48,TX,78014,0,2040
48,TX,78015,0,6790
48,TX,78016,0,4250
48,TX,78017,0,1650
48,TX,78022,0,2140
48,TX,78023,0,12980
48,TX,78024,0,680
48,TX,78025,0,2290
48,TX,78026,0,2570
48,TX,78027,0,240
48,TX,78028,0,17470
48,TX,78039,0,850
48,TX,78040,0,16400
48,TX,78041,0,20200
48,TX,78043,0,18010
48,TX,78045,0,27270
48,TX,78046,0,25670
48,TX,78052,0,3250
48,TX,78055,0,710
48,TX,78056,0,880
48,TX,78057,0,450
48,TX,78058,0,520
48,TX,78059,0,2270
48,TX,78061,0,4030
48,TX,78063,0,4080
48,TX,78064,0,6380
48,TX,78065,0,4490
48,TX,78066,0,300
48,TX,78067,0,290
48,TX,78069,0,2260
48,TX,78070,0,7630
48,TX,78071,0,1510
48,TX,78072,0,310
48,TX,78073,0,3460
48,TX,78076,0,4610
48,TX,78101,0,3950
48,TX,78102,0,8020
48,TX,78108,0,16450
48,TX,78109,0,20360
48,TX,78112,0,3660
48,TX,78113,0,1040
48,TX,78114,0,9100
48,TX,78116,0,140
48,TX,78117,0,260
48,TX,78118,0,1940
48,TX,78119,0,2230
48,TX,78121,0,5960
48,TX,78122,0,160
48,TX,78123,0,1180
48,TX,78124,0,2810
48,TX,78130,0,33530
48,TX,78132,0,12450
48,TX,78133,0,8490
48,TX,78140,0,1450
48,TX,78141,0,320
48,TX,78148,0,10230
48,TX,78151,0,610
48,TX,78152,0,1170
48,TX,78154,0,17310
48,TX,78155,0,20980
48,TX,78159,0,410
48,TX,78160,0,1770
48,TX,78161,0,400
48,TX,78163,0,5110
48,TX,78164,0,1710
48,TX,78201,0,19460
48,TX,78202,0,4620
48,TX,78203,0,2610
48,TX,78204,0,5020
48,TX,78205,0,790
48,TX,78207,0,19130
48,TX,78208,0,1790
48,TX,78209,0,19720
48,TX,78210,0,15740
48,TX,78211,0,13200
48,TX,78212,0,12680
48,TX,78213,0,19850
48,TX,78214,0,9890
48,TX,78215,0,1400
48,TX,78216,0,19710
48,TX,78217,0,16770
48,TX,78218,0,15450
48,TX,78219,0,6890
48,TX,78220,0,7590
48,TX,78221,0,16200
48,TX,78222,0,9550
48,TX,78223,0,23310
48,TX,78224,0,8540
48,TX,78225,0,5750
48,TX,78226,0,2790
48,TX,78227,0,20380
48,TX,78228,0,26210
48,TX,78229,0,14810
48,TX,78230,0,21290
48,TX,78231,0,4600
48,TX,78232,0,18480
48,TX,78233,0,22370
48,TX,78234,0,2240
48,TX,78235,0,400
48,TX,78236,0,1320
48,TX,78237,0,15320
48,TX,78238,0,11680
48,TX,78239,0,13960
48,TX,78240,0,27670
48,TX,78242,0,13020
48,TX,78244,0,14360
48,TX,78245,0,34420
48,TX,78247,0,24660
48,TX,78248,0,6960
48,TX,78249,0,24940
48,TX,78250,0,26670
48,TX,78251,0,26510
48,TX,78252,0,4180
48,TX,78253,0,21620
48,TX,78254,0,24860
48,TX,78255,0,6490
48,TX,78256,0,3960
48,TX,78257,0,3160
48,TX,78258,0,20930
48,TX,78259,0,12310
48,TX,78260,0,13440
48,TX,78261,0,9520
48,TX,78263,0,2210
48,TX,78264,0,5330
48,TX,78266,0,3300
48,TX,78330,0,450
48,TX,78332,0,10970
48,TX,78336,0,4820
48,TX,78340,0,200
48,TX,78343,0,1870
48,TX,78344,0,150
48,TX,78349,0,160
48,TX,78353,0,140
48,TX,78355,0,2850
48,TX,78357,0,1470
48,TX,78361,0,2020
48,TX,78362,0,4500
48,TX,78363,0,11370
48,TX,78368,0,3970
48,TX,78369,0,160
48,TX,78370,0,2250
48,TX,78372,0,2420
48,TX,78373,0,2050
48,TX,78374,0,8430
48,TX,78375,0,1320
48,TX,78376,0,130
48,TX,78377,0,1660
48,TX,78379,0,770
48,TX,78380,0,9390
48,TX,78382,0,7630
48,TX,78383,0,1580
48,TX,78384,0,2370
48,TX,78387,0,4220
48,TX,78389,0,770
48,TX,78390,0,2610
48,TX,78391,0,140
48,TX,78393,0,1100
48,TX,78401,0,1550
48,TX,78402,0,270
48,TX,78404,0,6750
48,TX,78405,0,5930
48,TX,78406,0,410
48,TX,78407,0,1060
48,TX,78408,0,4790
48,TX,78409,0,1180
48,TX,78410,0,11470
48,TX,78411,0,12740
48,TX,78412,0,16530
48,TX,78413,0,17820
48,TX,78414,0,16970
48,TX,78415,0,17810
48,TX,78416,0,6430
48,TX,78417,0,2000
48,TX,78418,0,13790
48,TX,78501,0,23930
48,TX,78503,0,8640
48,TX,78504,0,21470
48,TX,78516,0,11930
48,TX,78520,0,24700
48,TX,78521,0,36250
48,TX,78526,0,19900
48,TX,78536,0,120
48,TX,78537,0,15580
48,TX,78538,0,4070
48,TX,78539,0,13720
48,TX,78541,0,15030
48,TX,78542,0,23000
48,TX,78550,0,20750
48,TX,78552,0,13430
48,TX,78557,0,6310
48,TX,78559,0,4690
48,TX,78560,0,2000
48,TX,78563,0,270
48,TX,78566,0,8030
48,TX,78569,0,1590
48,TX,78570,0,12100
48,TX,78572,0,27870
48,TX,78573,0,14530
48,TX,78574,0,20180
48,TX,78575,0,2000
48,TX,78576,0,4050
48,TX,78577,0,28020
48,TX,78578,0,4550
48,TX,78580,0,4380
48,TX,78582,0,14370
48,TX,78583,0,2430
48,TX,78584,0,7320
48,TX,78586,0,18530
48,TX,78588,0,170
48,TX,78589,0,16180
48,TX,78591,0,130
48,TX,78593,0,2130
48,TX,78595,0,2090
48,TX,78596,0,14260
48,TX,78597,0,1240
48,TX,78598,0,150
48,TX,78602,0,12240
48,TX,78605,0,2290
48,TX,78606,0,2660
48,TX,78608,0,240
48,TX,78609,0,880
48,TX,78610,0,15760
48,TX,78611,0,6050
48,TX,78612,0,5830
48,TX,78613,0,35340
48,TX,78614,0,210
48,TX,78615,0,630
48,TX,78616,0,3360
48,TX,78617,0,9530
48,TX,78618,0,120
48,TX,78619,0,2010
48,TX,78620,0,7730
48,TX,78621,0,10230
48,TX,78623,0,590
48,TX,78624,0,11140
48,TX,78626,0,12790
48,TX,78628,0,13980
48,TX,78629,0,5370
48,TX,78631,0,1200
48,TX,78632,0,430
48,TX,78633,0,12500
48,TX,78634,0,13930
48,TX,78636,0,1760
48,TX,78638,0,940
48,TX,78639,0,3190
48,TX,78640,0,23230
48,TX,78641,0,25340
48,TX,78642,0,5640
48,TX,78643,0,2890
48,TX,78644,0,7890
48,TX,78645,0,5620
48,TX,78648,0,3290
48,TX,78650,0,700
48,TX,78652,0,2380
48,TX,78653,0,9110
48,TX,78654,0,8620
48,TX,78655,0,1230
48,TX,78656,0,1080
48,TX,78657,0,2900
48,TX,78659,0,1310
48,TX,78660,0,39660
48,TX,78662,0,1070
48,TX,78663,0,330
48,TX,78664,0,27300
48,TX,78665,0,19640
48,TX,78666,0,29770
48,TX,78669,0,4820
48,TX,78671,0,390
48,TX,78672,0,380
48,TX,78676,0,6620
48,TX,78681,0,24060
48,TX,78701,0,5110
48,TX,78702,0,11690
48,TX,78703,0,11000
48,TX,78704,0,26970
48,TX,78705,0,6820
48,TX,78717,0,13560
48,TX,78719,0,800
48,TX,78721,0,5480
48,TX,78722,0,3620
48,TX,78723,0,15030
48,TX,78724,0,9860
48,TX,78725,0,3860
48,TX,78726,0,6760
48,TX,78727,0,15010
48,TX,78728,0,11760
48,TX,78729,0,15490
48,TX,78730,0,4390
48,TX,78731,0,13710
48,TX,78732,0,6540
48,TX,78733,0,3930
48,TX,78734,0,10140
48,TX,78735,0,8350
48,TX,78736,0,3980
48,TX,78737,0,7320
48,TX,78738,0,8940
48,TX,78739,0,7820
48,TX,78741,0,23380
48,TX,78742,0,340
48,TX,78744,0,20100
48,TX,78745,0,31270
48,TX,78746,0,13350
48,TX,78747,0,8730
48,TX,78748,0,24480
48,TX,78749,0,17490
48,TX,78750,0,13820
48,TX,78751,0,8420
48,TX,78752,0,8790
48,TX,78753,0,24710
48,TX,78754,0,10340
48,TX,78756,0,4610
48,TX,78757,0,11880
48,TX,78758,0,23520
48,TX,78759,0,22420
48,TX,78801,0,8480
48,TX,78827,0,560
48,TX,78828,0,110
48,TX,78829,0,430
48,TX,78830,0,250
48,TX,78832,0,1260
48,TX,78833,0,520
48,TX,78834,0,3380
48,TX,78838,0,200
48,TX,78839,0,3360
48,TX,78840,0,19400
48,TX,78850,0,550
48,TX,78852,0,20410
48,TX,78861,0,5330
48,TX,78870,0,370
48,TX,78873,0,780
48,TX,78877,0,310
48,TX,78879,0,110
48,TX,78880,0,660
48,TX,78881,0,950
48,TX,78883,0,130
48,TX,78884,0,520
48,TX,78886,0,270
48,TX,78931,0,130
48,TX,78932,0,350
48,TX,78933,0,690
48,TX,78934,0,3170
48,TX,78935,0,390
48,TX,78938,0,160
48,TX,78940,0,950
48,TX,78941,0,1380
48,TX,78942,0,4180
48,TX,78943,0,140
48,TX,78944,0,330
48,TX,78945,0,4760
48,TX,78946,0,460
48,TX,78947,0,2010
48,TX,78948,0,390
48,TX,78949,0,220
48,TX,78950,0,960
48,TX,78953,0,520
48,TX,78954,0,540
48,TX,78956,0,2520
48,TX,78957,0,4010
48,TX,78959,0,850
48,TX,78962,0,2150
48,TX,78963,0,390
48,TX,79001,0,130
48,TX,79005,0,700
48,TX,79007,0,5800
48,TX,79009,0,870
48,TX,79010,0,180
48,TX,79011,0,100
48,TX,79012,0,450
48,TX,79013,0,1440
48,TX,79014,0,1710
48,TX,79015,0,8520
48,TX,79018,0,180
48,TX,79019,0,750
48,TX,79022,0,4390
48,TX,79024,0,180
48,TX,79027,0,1840
48,TX,79029,0,7210
48,TX,79031,0,480
48,TX,79034,0,290
48,TX,79035,0,2160
48,TX,79036,0,2060
48,TX,79039,0,350
48,TX,79040,0,730
48,TX,79041,0,1150
48,TX,79042,0,460
48,TX,79043,0,530
48,TX,79044,0,280
48,TX,79045,0,7870
48,TX,79046,0,230
48,TX,79052,0,490
48,TX,79057,0,450
48,TX,79059,0,350
48,TX,79061,0,170
48,TX,79062,0,100
48,TX,79063,0,320
48,TX,79064,0,970
48,TX,79065,0,7880
48,TX,79068,0,1320
48,TX,79070,0,4240
48,TX,79072,0,9870
48,TX,79079,0,1100
48,TX,79080,0,220
48,TX,79081,0,1560
48,TX,79082,0,120
48,TX,79083,0,980
48,TX,79084,0,960
48,TX,79086,0,850
48,TX,79087,0,270
48,TX,79088,0,1990
48,TX,79092,0,550
48,TX,79095,0,1070
48,TX,79096,0,950
48,TX,79097,0,510
48,TX,79098,0,180
48,TX,79101,0,1060
48,TX,79102,0,4440
48,TX,79103,0,4660
48,TX,79104,0,3040
48,TX,79106,0,12170
48,TX,79107,0,13350
48,TX,79108,0,5200
48,TX,79109,0,20690
48,TX,79110,0,8650
48,TX,79111,0,550
48,TX,79118,0,10290
48,TX,79119,0,7240
48,TX,79121,0,3070
48,TX,79124,0,4160
48,TX,79201,0,2430
48,TX,79225,0,400
48,TX,79226,0,1200
48,TX,79227,0,520
48,TX,79229,0,110
48,TX,79235,0,1460
48,TX,79237,0,180
48,TX,79241,0,950
48,TX,79244,0,310
48,TX,79245,0,960
48,TX,79248,0,580
48,TX,79250,0,560
48,TX,79252,0,1200
48,TX,79255,0,190
48,TX,79256,0,110
48,TX,79257,0,380
48,TX,79261,0,180
48,TX,79311,0,1320
48,TX,79312,0,350
48,TX,79313,0,580
48,TX,79316,0,4190
48,TX,79322,0,760
48,TX,79323,0,2840
48,TX,79325,0,880
48,TX,79329,0,1430
48,TX,79331,0,4590
48,TX,79336,0,6750
48,TX,79339,0,2740
48,TX,79342,0,150
48,TX,79343,0,600
48,TX,79345,0,390
48,TX,79346,0,860
48,TX,79347,0,3000
48,TX,79350,0,300
48,TX,79351,0,510
48,TX,79355,0,800
48,TX,79356,0,1770
48,TX,79357,0,940
48,TX,79358,0,510
48,TX,79359,0,1220
48,TX,79360,0,5860
48,TX,79363,0,2530
48,TX,79364,0,3380
48,TX,79366,0,520
48,TX,79367,0,320
48,TX,79370,0,580
48,TX,79371,0,560
48,TX,79372,0,630
48,TX,79373,0,1270
48,TX,79377,0,130
48,TX,79379,0,270
48,TX,79381,0,470
48,TX,79382,0,3310
48,TX,79401,0,1990
48,TX,79403,0,6670
48,TX,79404,0,4160
48,TX,79407,0,9140
48,TX,79410,0,3390
48,TX,79411,0,2940
48,TX,79412,0,6570
48,TX,79413,0,9590
48,TX,79414,0,8120
48,TX,79415,0,6970
48,TX,79416,0,14360
48,TX,79423,0,17060
48,TX,79424,0,21620
48,TX,79501,0,1430
48,TX,79502,0,530
48,TX,79504,0,1190
48,TX,79506,0,270
48,TX,79508,0,550
48,TX,79510,0,3420
48,TX,79511,0,600
48,TX,79512,0,2330
